customer_id,segment,churn_risk,recommendation,priority,reason,score,confidence,generated_at
CUST_592,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612149
CUST_593,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.612173
CUST_594,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612198
CUST_595,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612222
CUST_596,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612246
CUST_597,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.612270
CUST_598,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612295
CUST_599,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612319
CUST_600,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612343
CUST_601,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612367
CUST_602,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612391
CUST_603,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612415
CUST_604,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612439
CUST_605,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612463
CUST_606,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612488
CUST_607,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.612512
CUST_608,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612536
CUST_609,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612561
CUST_610,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.612585
CUST_611,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612609
CUST_612,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.612633
CUST_613,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612657
CUST_614,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612682
CUST_615,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612706
CUST_616,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612730
CUST_617,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612756
CUST_618,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612781
CUST_619,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612805
CUST_620,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612829
CUST_621,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612853
CUST_622,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612877
CUST_623,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612901
CUST_624,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.612926
CUST_625,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.612963
CUST_626,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.612988
CUST_627,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613012
CUST_628,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.613036
CUST_629,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613060
CUST_630,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613084
CUST_631,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613108
CUST_632,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613133
CUST_633,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.613157
CUST_634,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613181
CUST_635,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613205
CUST_636,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613229
CUST_637,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613253
CUST_638,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613278
CUST_639,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613302
CUST_640,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613327
CUST_641,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.613351
CUST_642,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613375
CUST_643,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.613399
CUST_644,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613423
CUST_645,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.613448
CUST_646,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613478
CUST_647,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.613502
CUST_648,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613527
CUST_649,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.613551
CUST_650,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613575
CUST_651,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613599
CUST_652,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613623
CUST_653,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613648
CUST_654,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613672
CUST_655,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.613696
CUST_656,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613720
CUST_657,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613744
CUST_658,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613769
CUST_659,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613793
CUST_660,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613817
CUST_661,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613842
CUST_662,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613866
CUST_663,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613890
CUST_664,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613914
CUST_665,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.613938
CUST_666,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613962
CUST_667,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.613987
CUST_668,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.614011
CUST_669,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614035
CUST_670,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.614060
CUST_671,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614084
CUST_672,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.614108
CUST_673,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.614133
CUST_674,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614157
CUST_675,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614182
CUST_676,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614206
CUST_677,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614230
CUST_678,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614254
CUST_679,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614282
CUST_680,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.614306
CUST_681,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614330
CUST_682,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614355
CUST_683,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.614379
CUST_684,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614403
CUST_685,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614427
CUST_686,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614452
CUST_687,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614476
CUST_688,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614500
CUST_689,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614524
CUST_690,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614549
CUST_691,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614573
CUST_692,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.614597
CUST_693,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614622
CUST_694,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614646
CUST_695,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614670
CUST_696,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614694
CUST_697,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614718
CUST_698,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614742
CUST_699,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614766
CUST_700,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614791
CUST_701,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614815
CUST_702,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614839
CUST_703,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614864
CUST_704,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.614889
CUST_705,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.614913
CUST_706,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614937
CUST_707,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.614961
CUST_708,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.614986
CUST_709,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615010
CUST_710,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615034
CUST_711,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615065
CUST_712,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.615089
CUST_713,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615114
CUST_714,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615138
CUST_715,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615162
CUST_716,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615186
CUST_717,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615210
CUST_718,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.615235
CUST_719,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615259
CUST_720,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615283
CUST_721,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615307
CUST_722,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615331
CUST_723,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615355
CUST_724,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615379
CUST_725,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615404
CUST_726,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615428
CUST_727,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615452
CUST_728,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.615476
CUST_729,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615500
CUST_730,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615524
CUST_731,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615548
CUST_732,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615572
CUST_733,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.615597
CUST_734,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615621
CUST_735,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.615645
CUST_736,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615669
CUST_737,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.615694
CUST_738,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.615718
CUST_739,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615742
CUST_740,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615767
CUST_741,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615791
CUST_742,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615815
CUST_743,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615839
CUST_744,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615863
CUST_745,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615888
CUST_746,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.615912
CUST_747,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615936
CUST_748,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.615960
CUST_749,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.615989
CUST_750,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616016
CUST_751,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616040
CUST_752,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.616064
CUST_753,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616089
CUST_754,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616113
CUST_755,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616137
CUST_756,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616161
CUST_757,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616185
CUST_758,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616209
CUST_759,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616233
CUST_760,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616258
CUST_761,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616284
CUST_762,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616312
CUST_763,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616336
CUST_764,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.616360
CUST_765,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616385
CUST_766,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616409
CUST_767,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616434
CUST_768,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.616458
CUST_769,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616483
CUST_770,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616507
CUST_771,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616531
CUST_772,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616555
CUST_773,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616580
CUST_774,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616604
CUST_775,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.616628
CUST_776,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616654
CUST_777,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616678
CUST_778,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616702
CUST_779,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616727
CUST_780,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616751
CUST_781,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616775
CUST_782,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616799
CUST_783,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.616824
CUST_784,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.616848
CUST_785,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.616872
CUST_786,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616896
CUST_787,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616921
CUST_788,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.616945
CUST_789,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.616969
CUST_790,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.616993
CUST_791,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617017
CUST_792,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617041
CUST_793,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.617065
CUST_794,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617089
CUST_795,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.617114
CUST_796,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.617138
CUST_797,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617162
CUST_798,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617186
CUST_799,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617210
CUST_800,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617234
CUST_801,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617258
CUST_802,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617283
CUST_803,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617306
CUST_804,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617331
CUST_805,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617355
CUST_806,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.617380
CUST_807,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.617404
CUST_808,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617428
CUST_809,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617452
CUST_810,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617476
CUST_811,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617500
CUST_812,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617525
CUST_813,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617567
CUST_814,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617592
CUST_815,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617618
CUST_816,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617642
CUST_817,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617666
CUST_818,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617690
CUST_819,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617714
CUST_820,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617739
CUST_821,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617763
CUST_822,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617787
CUST_823,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617812
CUST_824,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.617836
CUST_825,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617860
CUST_826,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617884
CUST_827,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617909
CUST_828,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617933
CUST_829,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.617958
CUST_830,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.617982
CUST_831,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.618007
CUST_832,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.618031
CUST_833,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.618055
CUST_834,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.618080
CUST_835,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.618104
CUST_836,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.618128
CUST_837,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.618152
CUST_838,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.618177
